token_0,BIO_tag_0
kabanjahe,b-lokasi
 ,O
padangsidimpuan,b-lokasi
 ,O
padangsidempuan,b-lokasi
 ,O
binjai,b-lokasi
 ,O
parapat,b-lokasi
 ,O
atambua,b-lokasi
 ,O
larantuka,b-lokasi
 ,O
maumere,b-lokasi
 ,O
pangkalpinang,b-lokasi
 ,O
waingapu,b-lokasi
 ,O
sofifi,b-lokasi
 ,O
sorong,b-lokasi
 ,O
manokwari,b-lokasi
 ,O
dobo,b-lokasi
 ,O
ampana,b-lokasi
 ,O
halmahera,b-lokasi
 ,O
minahasa,b-lokasi
 ,O
nias,b-lokasi
 ,O
tanimbar,b-lokasi
 ,O
amahai,b-lokasi
 ,O
kefamenanu,b-lokasi
 ,O
namlea,b-lokasi
 ,O
labuha,b-lokasi
 ,O
pangkajene,b-lokasi
 ,O
nuku,b-lokasi
 ,O
maguindanao,b-lokasi
 ,O
saparua,b-lokasi
 ,O
nusalaut,b-lokasi
 ,O
sameth,b-lokasi
 ,O
taliabu,b-lokasi
 ,O
kisar,b-lokasi
 ,O
atauro,b-lokasi
 ,O
wetar,b-lokasi
 ,O
gunungsitoli,b-lokasi
 ,O
pinrang,b-lokasi
 ,O
barru,b-lokasi
 ,O
sidrap,b-lokasi
 ,O
persepar,b-lokasi
 ,O
buntok,b-lokasi
 ,O
sampit,b-lokasi
 ,O
mamasa,b-lokasi
 ,O
bombana,b-lokasi
 ,O
morowali,b-lokasi
 ,O
sinjai,b-lokasi
 ,O
jeneponto,b-lokasi
 ,O
kolaka,b-lokasi
 ,O
batam,b-lokasi
 ,O
riau,b-lokasi
 ,O
bengkalis,b-lokasi
 ,O
bukittinggi,b-lokasi
 ,O
psps,b-lokasi
 ,O
kerinci,b-lokasi
 ,O
lampung,b-lokasi
 ,O
kepri,b-lokasi
 ,O
merangin,b-lokasi
 ,O
mukomuko,b-lokasi
 ,O
sumatra,b-lokasi
 ,O
sumbar,b-lokasi
 ,O
semarang,b-lokasi
 ,O
malang,b-lokasi
 ,O
jakarta,b-lokasi
 ,O
madiun,b-lokasi
 ,O
bandung,b-lokasi
 ,O
yogyakarta,b-lokasi
 ,O
surakarta,b-lokasi
 ,O
jember,b-lokasi
 ,O
bintan,b-lokasi
 ,O
tanjungbalai,b-lokasi
 ,O
ranai,b-lokasi
 ,O
tembilahan,b-lokasi
 ,O
rengat,b-lokasi
 ,O
prabumulih,b-lokasi
 ,O
padang,b-lokasi
 ,O
deli,b-lokasi
 ,O
unhas,b-lokasi
 ,O
tamalanrea,b-lokasi
 ,O
unsrat,b-lokasi
 ,O
supadio,b-lokasi
 ,O
lanuma,b-lokasi
 ,O
wijayandanu,b-lokasi
 ,O
danlanal,b-lokasi
 ,O
kunta,b-lokasi
 ,O
makorpaskhas,b-lokasi
 ,O
dansatpom,b-lokasi
 ,O
denzibang,b-lokasi
 ,O
kipan,b-lokasi
 ,O
danlanud,b-lokasi
 ,O
manise,b-lokasi
 ,O
lekatompessy,b-lokasi
 ,O
kauderni,b-lokasi
 ,O
rahajeng,b-lokasi
 ,O
panaikang,b-lokasi
 ,O
reinold,b-lokasi
 ,O
parani,b-lokasi
 ,O
kalteng,b-lokasi
 ,O
sangatta,b-lokasi
 ,O
kaltim,b-lokasi
 ,O
ketapang,b-lokasi
 ,O
sendawar,b-lokasi
 ,O
paringin,b-lokasi
 ,O
puruk,b-lokasi
 ,O
melak,b-lokasi
 ,O
malinau,b-lokasi
 ,O
sumatera,b-lokasi
 ,O
kalimantan,b-lokasi
 ,O
tapanuli,b-lokasi
 ,O
sionggang,b-lokasi
 ,O
kalimatan,b-lokasi
 ,O
sulut,b-lokasi
 ,O
sulteng,b-lokasi
 ,O
sultra,b-lokasi
 ,O
sumut,b-lokasi
 ,O
sumsel,b-lokasi
 ,O
kalbar,b-lokasi
 ,O
jabar,b-lokasi
 ,O
kaltara,b-lokasi
 ,O
buol,b-lokasi
 ,O
enrekang,b-lokasi
 ,O
bulukumba,b-lokasi
 ,O
sanana,b-lokasi
 ,O
butung,b-lokasi
 ,O
siau,b-lokasi
 ,O
kabaena,b-lokasi
 ,O
tobelo,b-lokasi
 ,O
lembeh,b-lokasi
 ,O
waigeo,b-lokasi
 ,O
sebuku,b-lokasi
 ,O
wajo,b-lokasi
 ,O
tallo,b-lokasi
 ,O
soppeng,b-lokasi
 ,O
karaeng,b-lokasi
 ,O
luwu,b-lokasi
 ,O
paser,b-lokasi
 ,O
selaparang,b-lokasi
 ,O
bantaeng,b-lokasi
 ,O
muna,b-lokasi
 ,O
konawe,b-lokasi
 ,O
wolio,b-lokasi
 ,O
tidung,b-lokasi
 ,O
bungku,b-lokasi
 ,O
melaka,b-lokasi
 ,O
johor,b-lokasi
 ,O
pasai,b-lokasi
 ,O
siak,b-lokasi
 ,O
portugis,b-lokasi
 ,O
voc,b-lokasi
 ,O
penang,b-lokasi
 ,O
mindanao,b-lokasi
 ,O
tawi,b-lokasi
 ,O
jolo,b-lokasi
 ,O
kudarat,b-lokasi
 ,O
barabai,b-lokasi
 ,O
amuntai,b-lokasi
 ,O
marabahan,b-lokasi
 ,O
mempawah,b-lokasi
 ,O
kuin,b-lokasi
 ,O
kandangan,b-lokasi
 ,O
langkat,b-lokasi
 ,O
sukadana,b-lokasi
 ,O
kalsel,b-lokasi
 ,O
persin,b-lokasi
 ,O
persigo,b-lokasi
 ,O
persim,b-lokasi
 ,O
persma,b-lokasi
 ,O
perssin,b-lokasi
 ,O
persipal,b-lokasi
 ,O
persemalra,b-lokasi
 ,O
pangkep,b-lokasi
 ,O
donggala,b-lokasi
 ,O
banggai,b-lokasi
 ,O
toli,b-lokasi
 ,O
tambolaka,b-lokasi
 ,O
kalabahi,b-lokasi
 ,O
tahuna,b-lokasi
 ,O
kakas,b-lokasi
 ,O
makale,b-lokasi
 ,O
tondano,b-lokasi
 ,O
rantepao,b-lokasi
 ,O
kwandang,b-lokasi
 ,O
berastagi,b-lokasi
 ,O
tarutung,b-lokasi
 ,O
sidikalang,b-lokasi
 ,O
balige,b-lokasi
 ,O
ruteng,b-lokasi
 ,O
ngada,b-lokasi
 ,O
mataloko,b-lokasi
 ,O
nagekeo,b-lokasi
 ,O
poso,b-lokasi
 ,O
gkst,b-lokasi
 ,O
parigi,b-lokasi
 ,O
gbkp,b-lokasi
 ,O
sumbul,b-lokasi
 ,O
pematang,b-lokasi
 ,O
limapuluh,b-lokasi
 ,O
siborongborong,b-lokasi
 ,O
utarakabupaten,b-lokasi
 ,O
rantauprapat,b-lokasi
 ,O
sario,b-lokasi
 ,O
tebingtinggi,b-lokasi
 ,O
payakumbuh,b-lokasi
 ,O
lubuklinggau,b-lokasi
 ,O
baturaja,b-lokasi
 ,O
dolok,b-lokasi
 ,O
limbong,b-lokasi
 ,O
tapian,b-lokasi
 ,O
borong,b-lokasi
 ,O
siborong,b-lokasi
 ,O
peranginangin,b-lokasi
 ,O
godang,b-lokasi
 ,O
bosar,b-lokasi
 ,O
pangaribuan,b-lokasi
 ,O
sipahutar,b-lokasi
 ,O
solor,b-lokasi
 ,O
amboina,b-lokasi
 ,O
flores,b-lokasi
 ,O
lembata,b-lokasi
 ,O
ende,b-lokasi
 ,O
sungailiat,b-lokasi
 ,O
pagaralam,b-lokasi
 ,O
waikabubak,b-lokasi
 ,O
ndao,b-lokasi
 ,O
kaimana,b-lokasi
 ,O
nabire,b-lokasi
 ,O
jayapura,b-lokasi
 ,O
fakfak,b-lokasi
 ,O
timika,b-lokasi
 ,O
tambrauw,b-lokasi
 ,O
sarmi,b-lokasi
 ,O
bekasi,b-lokasi
 ,O
bogor,b-lokasi
 ,O
tangerang,b-lokasi
 ,O
depok,b-lokasi
 ,O
ciputat,b-lokasi
 ,O
tasikmalaya,b-lokasi
 ,O
cimahi,b-lokasi
 ,O
purwakarta,b-lokasi
 ,O
cianjur,b-lokasi
 ,O
sukabumi,b-lokasi
 ,O
cikarang,b-lokasi
 ,O
karawang,b-lokasi
 ,O
cakung,b-lokasi
 ,O
cileungsi,b-lokasi
 ,O
cibubur,b-lokasi
 ,O
pamulang,b-lokasi
 ,O
garut,b-lokasi
 ,O
magelang,b-lokasi
 ,O
pekalongan,b-lokasi
 ,O
tegal,b-lokasi
 ,O
salatiga,b-lokasi
 ,O
purwokerto,b-lokasi
 ,O
jogjakarta,b-lokasi
 ,O
yogya,b-lokasi
 ,O
jogja,b-lokasi
 ,O
diy,b-lokasi
 ,O
cilegon,b-lokasi
 ,O
serpong,b-lokasi
 ,O
pandeglang,b-lokasi
 ,O
lebak,b-lokasi
 ,O
pulogadung,b-lokasi
 ,O
perumnas,b-lokasi
 ,O
mikrolet,b-lokasi
 ,O
cipayung,b-lokasi
 ,O
kalideres,b-lokasi
 ,O
kopaja,b-lokasi
 ,O
kediri,b-lokasi
 ,O
blitar,b-lokasi
 ,O
mojokerto,b-lokasi
 ,O
probolinggo,b-lokasi
 ,O
pasuruan,b-lokasi
 ,O
jombang,b-lokasi
 ,O
cilacap,b-lokasi
 ,O
ngawi,b-lokasi
 ,O
mataram,b-lokasi
 ,O
kraton,b-lokasi
 ,O
mangkunegaran,b-lokasi
 ,O
banyuwangi,b-lokasi
 ,O
lumajang,b-lokasi
 ,O
situbondo,b-lokasi
 ,O
bondowoso,b-lokasi
 ,O
bojonegoro,b-lokasi
 ,O
ciamis,b-lokasi
 ,O
majalengka,b-lokasi
 ,O
sukapura,b-lokasi
 ,O
pangandaran,b-lokasi
 ,O
sumedang,b-lokasi
 ,O
batujajar,b-lokasi
 ,O
soreang,b-lokasi
 ,O
dayeuhkolot,b-lokasi
 ,O
padalarang,b-lokasi
 ,O
cibatu,b-lokasi
 ,O
cicalengka,b-lokasi
 ,O
majalaya,b-lokasi
 ,O
cibadak,b-lokasi
 ,O
cipanas,b-lokasi
 ,O
cisarua,b-lokasi
 ,O
meruya,b-lokasi
 ,O
kalimalang,b-lokasi
 ,O
pejaten,b-lokasi
 ,O
cikampek,b-lokasi
 ,O
cibitung,b-lokasi
 ,O
kosambi,b-lokasi
 ,O
subang,b-lokasi
 ,O
indramayu,b-lokasi
 ,O
palmerah,b-lokasi
 ,O
jatibening,b-lokasi
 ,O
sunter,b-lokasi
 ,O
mampang,b-lokasi
 ,O
pademangan,b-lokasi
 ,O
grogol,b-lokasi
 ,O
cawang,b-lokasi
 ,O
cideng,b-lokasi
 ,O
cengkareng,b-lokasi
 ,O
citeureup,b-lokasi
 ,O
cibinong,b-lokasi
 ,O
jonggol,b-lokasi
 ,O
ciawi,b-lokasi
 ,O
cinere,b-lokasi
 ,O
cinangka,b-lokasi
 ,O
jatiwarna,b-lokasi
 ,O
cililitan,b-lokasi
 ,O
slipi,b-lokasi
 ,O
klender,b-lokasi
 ,O
ragunan,b-lokasi
 ,O
karawaci,b-lokasi
 ,O
sepatan,b-lokasi
 ,O
semplak,b-lokasi
 ,O
cikande,b-lokasi
 ,O
kedungwaringin,b-lokasi
 ,O
temanggung,b-lokasi
 ,O
klaten,b-lokasi
 ,O
purworejo,b-lokasi
 ,O
sragen,b-lokasi
 ,O
wonogiri,b-lokasi
 ,O
purbalingga,b-lokasi
 ,O
wonosobo,b-lokasi
 ,O
pemalang,b-lokasi
 ,O
brebes,b-lokasi
 ,O
banyumas,b-lokasi
 ,O
banjarnegara,b-lokasi
 ,O
slawi,b-lokasi
 ,O
cirebon,b-lokasi
 ,O
blora,b-lokasi
 ,O
mungkid,b-lokasi
 ,O
ambarawa,b-lokasi
 ,O
gombong,b-lokasi
 ,O
kutoarjo,b-lokasi
 ,O
maos,b-lokasi
 ,O
kroya,b-lokasi
 ,O
kertosono,b-lokasi
 ,O
jogyakarta,b-lokasi
 ,O
yogjakarta,b-lokasi
 ,O
kridosono,b-lokasi
 ,O
kaliurang,b-lokasi
 ,O
jogya,b-lokasi
 ,O
jatinangor,b-lokasi
 ,O
malioboro,b-lokasi
 ,O
beteng,b-lokasi
 ,O
pandanaran,b-lokasi
 ,O
griya,b-lokasi
 ,O
kotagede,b-lokasi
 ,O
plasa,b-lokasi
 ,O
skj,b-lokasi
 ,O
greenmapper,b-lokasi
 ,O
jateng,b-lokasi
 ,O
jatim,b-lokasi
 ,O
ntb,b-lokasi
 ,O
propinsi,b-lokasi
 ,O
pemda,b-lokasi
 ,O
serang,b-lokasi
 ,O
banten,b-lokasi
 ,O
cikupa,b-lokasi
 ,O
tigaraksa,b-lokasi
 ,O
rangkasbitung,b-lokasi
 ,O
kramatwatu,b-lokasi
 ,O
summarecon,b-lokasi
 ,O
bsd,b-lokasi
 ,O
kemang,b-lokasi
 ,O
malingping,b-lokasi
 ,O
cikedal,b-lokasi
 ,O
bulus,b-lokasi
 ,O
legok,b-lokasi
 ,O
pagedangan,b-lokasi
 ,O
bojong,b-lokasi
 ,O
gebang,b-lokasi
 ,O
minitrans,b-lokasi
 ,O
plawad,b-lokasi
 ,O
poris,b-lokasi
 ,O
aptb,b-lokasi
 ,O
metrotrans,b-lokasi
 ,O
permai,b-lokasi
 ,O
metromini,b-lokasi
 ,O
kwk,b-lokasi
 ,O
koasi,b-lokasi
 ,O
tapos,b-lokasi
 ,O
caringin,b-lokasi
 ,O
ciracas,b-lokasi
 ,O
prapatan,b-lokasi
 ,O
leuwiliang,b-lokasi
 ,O
cilincing,b-lokasi
 ,O
cikokol,b-lokasi
 ,O
mayasari,b-lokasi
 ,O
lamongan,b-lokasi
 ,O
singosari,b-lokasi
 ,O
tulungagung,b-lokasi
 ,O
trenggalek,b-lokasi
 ,O
sidoarjo,b-lokasi
 ,O
tuban,b-lokasi
 ,O
krian,b-lokasi
 ,O
mojosari,b-lokasi
 ,O
kraksaan,b-lokasi
 ,O
paiton,b-lokasi
 ,O
pamekasan,b-lokasi
 ,O
bangil,b-lokasi
 ,O
pacitan,b-lokasi
 ,O
magetan,b-lokasi
 ,O
aksi,o
 ,O
demonstrasi,o
 ,O
aksinya,o
 ,O
boikot,o
 ,O
tindakan,o
 ,O
pemogokan,o
 ,O
protes,o
 ,O
kekerasan,o
 ,O
provokasi,o
 ,O
polisionil,o
 ,O
pengkhianatan,o
 ,O
kerusuhan,o
 ,O
unjuk,o
 ,O
pawai,o
 ,O
pembantaian,o
 ,O
penembakan,o
 ,O
pemboikotan,o
 ,O
pengejaran,o
 ,O
serangannya,o
 ,O
tindakannya,o
 ,O
perlawanannya,o
 ,O
pertarungannya,o
 ,O
keberaniannya,o
 ,O
kegagalannya,o
 ,O
perjuangannya,o
 ,O
keterlibatannya,o
 ,O
keberhasilannya,o
 ,O
embargo,o
 ,O
penentangan,o
 ,O
pelarangan,o
 ,O
pembajakan,o
 ,O
penolakan,o
 ,O
perbuatan,o
 ,O
sikap,o
 ,O
penghinaan,o
 ,O
pelanggaran,o
 ,O
upaya,o
 ,O
pemaksaan,o
 ,O
kejahatan,o
 ,O
ketidakpedulian,o
 ,O
mogok,o
 ,O
pembangkangan,o
 ,O
bentrokan,o
 ,O
penjarahan,o
 ,O
kecaman,o
 ,O
ketidakpuasan,o
 ,O
intimidasi,o
 ,O
pemerkosaan,o
 ,O
penyiksaan,o
 ,O
diskriminasi,o
 ,O
kebencian,o
 ,O
rasisme,o
 ,O
perkosaan,o
 ,O
kriminalitas,o
 ,O
kekejaman,o
 ,O
kecurigaan,o
 ,O
fitnah,o
 ,O
kebrutalan,o
 ,O
polisional,o
 ,O
afirmatif,o
 ,O
heroiknya,o
 ,O
penumpasan,o
 ,O
sabotase,o
 ,O
politionele,o
 ,O
kamisan,o
 ,O
penghadangan,o
 ,O
penyanderaan,o
 ,O
hasutan,o
 ,O
persekongkolan,o
 ,O
pembalasan,o
 ,O
kekejamannya,o
 ,O
pembunuhan,o
 ,O
kericuhan,o
 ,O
keributan,o
 ,O
kepanikan,o
 ,O
pemberontakan,o
 ,O
insiden,o
 ,O
pergolakan,o
 ,O
berunjuk,o
 ,O
pengunjuk,o
 ,O
tabula,o
 ,O
penasarannya,o
 ,O
malunya,o
 ,O
bersalahnya,o
 ,O
parade,o
 ,O
prosesi,o
 ,O
karnaval,o
 ,O
perayaan,o
 ,O
kirab,o
 ,O
arakan,o
 ,O
upacara,o
 ,O
kampanye,o
 ,O
defile,o
 ,O
genosida,o
 ,O
pengeboman,o
 ,O
penggerebekan,o
 ,O
pogrom,o
 ,O
pemboman,o
 ,O
perampokan,o
 ,O
peledakan,o
 ,O
penculikan,o
 ,O
penentangannya,o
 ,O
penyerangan,o
 ,O
penyergapan,o
 ,O
penyerbuan,o
 ,O
serbuan,o
 ,O
pelarian,o
 ,O
sergapan,o
 ,O
serangan,o
 ,O
ofensif,o
 ,O
invasinya,o
 ,O
invasi,o
 ,O
perbuatannya,o
 ,O
kesalahannya,o
 ,O
penolakannya,o
 ,O
kejahatannya,o
 ,O
pernyataannya,o
 ,O
kritiknya,o
 ,O
kebenciannya,o
 ,O
pembelaannya,o
 ,O
perlawanan,o
 ,O
penaklukannya,o
 ,O
dukungannya,o
 ,O
pertarungan,o
 ,O
bertarung,o
 ,O
pertempurannya,o
 ,O
berduel,o
 ,O
duel,o
 ,O
bergulat,o
 ,O
petualangannya,o
 ,O
perkelahian,o
 ,O
latihannya,o
 ,O
prestasinya,o
 ,O
kehebatannya,o
 ,O
kegigihannya,o
 ,O
jasanya,o
 ,O
kejujurannya,o
 ,O
dedikasinya,o
 ,O
kekalahannya,o
 ,O
upayanya,o
 ,O
kekecewaannya,o
 ,O
penderitaannya,o
 ,O
perjuangan,o
 ,O
usahanya,o
 ,O
kampanyenya,o
 ,O
pengabdiannya,o
 ,O
kiprahnya,o
 ,O
partisipasinya,o
 ,O
keterlibatan,o
 ,O
perannya,o
 ,O
kesuksesannya,o
 ,O
pidatonya,o
 ,O
pemeranannya,o
 ,O
kemenangannya,o
 ,O
keberhasilan,o
 ,O
pencapaiannya,o
 ,O
dominasinya,o
 ,O
monopoli,o
 ,O
sanksi,o
 ,O
blokade,o
 ,O
penyelundupan,o
 ,O
intervensi,o
 ,O
perompakan,o
 ,O
pemerasan,o
 ,O
ketidaksetujuan,o
 ,O
penindasan,o
 ,O
ketidaksukaan,o
 ,O
oposisinya,o
 ,O
pembatasan,o
 ,O
larangan,o
 ,O
pemberlakuan,o
 ,O
penghapusan,o
 ,O
penghentian,o
 ,O
pencekalan,o
 ,O
legalisasi,o
 ,O
terorisme,o
 ,O
penipuan,o
 ,O
keberatan,o
 ,O
keprihatinan,o
 ,O
kekecewaan,o
 ,O
keburukan,o
 ,O
kebaikan,o
 ,O
dosa,o
 ,O
syirik,o
 ,O
zina,o
 ,O
kekejian,o
 ,O
perzinaan,o
 ,O
sikapnya,o
 ,O
perilakunya,o
 ,O
perasaan,o
 ,O
bersikap,o
 ,O
kelakuan,o
 ,O
perilaku,o
 ,O
kemauan,o
 ,O
pandangan,o
 ,O
ketidakadilan,o
 ,O
penuntutan,o
 ,O
kelalaian,o
 ,O
penyuapan,o
 ,O
penyimpangan,o
 ,O
pelanggar,o
 ,O
penyelewengan,o
 ,O
usaha,o
 ,O
berupaya,o
 ,O
langkah,o
 ,O
inisiatif,o
 ,O
ambisinya,o
 ,O
berusaha,o
 ,O
pengabaian,o
 ,O
aborsi,o
 ,O
paksaan,o
 ,O
pengucilan,o
 ,O
kriminal,o
 ,O
ketidak,o
 ,O
prasangka,o
 ,O
desersi,o
 ,O
deportasi,o
 ,O
ketidakpatuhan,o
 ,O
pembiaran,o
 ,O
bentrok,o
 ,O
pertikaian,o
 ,O
perseteruan,o
 ,O
konfrontasi,o
 ,O
percekcokan,o
 ,O
pertengkaran,o
 ,O
penghancuran,o
 ,O
pengrusakan,o
 ,O
penganiayaan,o
 ,O
pengusiran,o
 ,O
perusakan,o
 ,O
kritikan,o
 ,O
kritik,o
 ,O
teguran,o
 ,O
tentangan,o
 ,O
tanggapan,o
 ,O
bantahan,o
 ,O
keluhan,o
 ,O
ketidaksenangan,o
 ,O
kemarahan,o
 ,O
keresahan,o
 ,O
teror,o
 ,O
pemukulan,o
 ,O
represi,o
 ,O
pelecehan,o
 ,O
sodomi,o
 ,O
mutilasi,o
 ,O
penahanan,o
 ,O
eksekusi,o
 ,O
homoseksualitas,o
 ,O
intoleransi,o
 ,O
segregasi,o
 ,O
rasial,o
 ,O
homofobia,o
 ,O
kecemburuan,o
 ,O
amarah,o
 ,O
antisemitisme,o
 ,O
seksisme,o
 ,O
nazisme,o
 ,O
fasisme,o
 ,O
rasis,o
 ,O
sentimen,o
 ,O
perzinahan,o
 ,O
nepotisme,o
 ,O
kekhawatiran,o
 ,O
kesalahpahaman,o
 ,O
keraguan,o
 ,O
spekulasi,o
 ,O
tudingan,o
 ,O
kebohongan,o
 ,O
keserakahan,o
 ,O
kemunafikan,o
 ,O
subversi,o
 ,O
pangkowilhan,o
 ,O
wehrkreise,o
 ,O
anthropoid,o
 ,O
paraku,o
 ,O
wehrkreis,o
 ,O
unosom,o
 ,O
pangkopur,o
 ,O
represif,o
 ,O
nonkekerasan,o
 ,O
antikekerasan,o
 ,O
altruistik,o
 ,O
subversif,o
 ,O
ilegalisme,o
 ,O
transfobia,o
 ,O
antiperang,o
 ,O
korektif,o
 ,O
heroik,o
 ,O
mendalangi,o
 ,O
amoral,o
 ,O
keji,o
 ,O
pgrs,o
 ,O
prri,o
 ,O
permesta,o
 ,O
tii,o
 ,O
muzakar,o
 ,O
pki,o
 ,O
menumpas,o
 ,O
gerilya,o
 ,O
trikora,o
 ,O
spionase,o
 ,O
infiltrasi,o
 ,O
pengintaian,o
 ,O
penindakan,o
 ,O
pembasmian,o
 ,O
uniimog,o
 ,O
franchet,o
 ,O
hilter,o
 ,O
intelmar,o
 ,O
scap,o
 ,O
boonyaratkalin,o
 ,O
jorry,o
 ,O
pbfortune,o
 ,O
palico,o
 ,O
securitate,o
 ,O
diam,o
 ,O
ennahda,o
 ,O
nasti,o
 ,O
penyisiran,o
 ,O
penerjunan,o
 ,O
penghianatan,o
 ,O
bujukan,o
 ,O
konspirasi,o
 ,O
makar,o
 ,O
komplotan,o
 ,O
permusuhan,o
 ,O
perselingkuhan,o
 ,O
perselisihan,o
 ,O
balas,o
 ,O
balasan,o
 ,O
murka,o
 ,O
dendam,o
 ,O
perlakuannya,o
 ,O
pembunuhannya,o
 ,O
kegemparan,o
 ,O
kekacauan,o
 ,O
kegaduhan,o
 ,O
kehebohan,o
 ,O
kebingungan,o
 ,O
ketidaknyamanan,o
 ,O
kegelisahan,o
 ,O
kudeta,o
 ,O
pemberontak,o
 ,O
memberontak,o
 ,O
pengepungan,o
 ,O
peperangan,o
 ,O
pemberontakkan,o
 ,O
kecelakaan,o
 ,O
peristiwa,o
 ,O
musibah,o
 ,O
skandal,o
 ,O
tragedi,o
