No Document,Description,W,Keyword W,Keyword BOW,Keyword Gabung,hasilW,Kemiripan,True Positif,True Negative
3,kepala smpn berinisial sa suwata sa teledor video call orang dikenal facebook vcs panggil infonya pemerasan kemarin info madiun uang ganti nomor rp juta penelpon laki laki suwata dikonfirmasi kamis suwata menyebut kepala sekolah korban percobaan pemerasan sa video call teman perempuan dikenal facebook bersangkutan kenal ndak kenal facebook kenalnya video call terkait percobaan pemerasan suwata kepala sekolah pelaporan percobaan pemerasan berhenti imbuhnya diberitakan gambar hasil tangkapan layar beredar aplikasi percakapan warga magetan gambar tangkapan layar posting an facebook posting an foto salah satunya gambar profil akun facebook berinisial sa foto pria telanjang dada posting an narasi sa pelaku video call sex vcs sa kepala smpn magetan,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]",['pelaku'],[0.2992528], , 
4,polisi menetapkan penyanyi dangdut alasannya menghilangkan trauma sakit bersangkutan mengalami kdrt suaminya kabid humas polda metro jaya kombes e zulpan senin zulpan velline mengaku mengalami kdrt suaminya suaminya menghilangkan trauma narkotika jenis sabu zulpan akibat perbuatannya velline chu ditetapkan tersangka narkoba dijerat pasal berlapis pasal dipersangkakan terkait undang undang narkotika pasal ayat subsider pasal ayat huruf a,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['polda', 'jaya', 'senin']",[0.2992528], , 
5,anjanii bee tewas silam berselang publik digegerkan peristiwa penemuan mayat nanay berlyn semak semak kawasan arcamanik kamis nanay berlyn anjanii bee tewas dibunuh berdasarkan keterangan kepolisian identifikasi proses autopsi wanita muda tewas luka tubuh leher disinyalir penyebab utama tewas ditambah luka tubuh kaki leher lukanya kasat reskrim polrestabes bandung akbp rudi trihandoyo dikonfirmasi berbeda nanay berlyn tim inafis polres cimahi ditemukannya mayat anjanii bee langsung menggelar olah tempat kejadian perkara tkp menemukan luka tubuh anjanii mengarah tindakan kekerasan ditemukan luka leher kepala luka wajah luka sayatan lehernya kapolres cimahi akbp m yoris maulana yusuf marzuki anjanii bee nanay berlyn tewas dibunuh memiliki kesamaan mayat gadis muda dibuang pembunuhnya ditemukan menggegerkan publik mayat anjanii bee ditemukan selokan hotel jalan raya lembang bandung barat mayat gadis subang ditemukan pemulung melintas lokasi penemuan mayat ditemukan mayat anjanii bee dibungkus kain sprei dibalut plastik berwarna hitam ditemukan mengenakan celana polisi menemukan indikasi korban diperkosa pola penemuan mayat nanay berlyn persis anjanii bee jasad nanay berlyn ditemukan semak belukar kawasan arcamanik kota bandung salah warga saksi penemuan mayat nanay berlyn irma mariana penemuan mayat pergi warung wib warung pas rumah kompor dimatiin pas lihat gundukan sampah baju pas kakinya irma nanay berlyn anjanii bee memiliki tato binatang tubuh tato polisi berhasil mengidentifikasi identitas mayat anjanii bee ditemukan tato bergambar burung hantu tulisan fu k my life lengannya ciri mencolok situ polisi mencari korban mengantongi identitas apapun nanay berlyn memiliki tato binatang salah satunya tato kucing kaki kanan korban tato tubuh korban gambar kucing kasat reskrim polrestabes bandung akbp rudi trihandoyo,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['akbp', 'tewas', 'wib']",[0.2992528], , 
6,pria berkaus peristiwa rumah ny simanjuntak kelurahan rambutan kecamatan ciracas jakarta timur wib pemilik rumah pergi melayat pulang pemakaman pemilik menjemur selimut pagar rumahnya rumah mendapati nggak tetangga pelaku terekam kamera cctv lingkungan tempat tinggalnya pelaku memakai kupluk kaus rekaman cctv pelaku celingak celinguk menarik selimut dijemur pagar korban pencurian wilayah kali korban pelaku pencurian korban,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['cctv', 'jakarta', 'jakarta timur', 'pelaku', 'wib']",[0.2992528], , 
7,tim satgas cartenz papua damai berhasil mengevakuasi jenazah karyawan pt palapa timur telematika ppt dibunuh teroris kelompok kriminal bersenjata jenazah berhasil dievakuasi senin lokasi pembantaian tower bts b distrik beoga puncak dibunuh sadis rabu ditulis kamis evakuasi dipimpin ka ops cartenz papua damai kombes muhammad firman direskrimum polda papua kombes rizal ramdhani kapolres mimika akbp i gusti gde era adhinata helikopter diberangkatkan mengevakuasi jenazah helikopter mengangkut kantong jenazah helikopter pasukan pengamanan beoga tim menerbangkan jenazah helikopter distrik sugapa kabupaten intan jaya sugapa kantong jenazah dinaikkan pesawat perintis rimbun air diterbangkan bandara mozes kilangin timika jenazah proses identifikasi rsud mimika penjagaan ketat polisi bersenjata lengkap pagar portal kamar jenzah terbuka ditutup rapat jenazah dibawa ruang identifikasi berdiri tenda spanduk bertuliskan posko operasi damai cartenz evakuasi korban kekerasan kkb beoga kabupaten puncak tenda khusus medis identifikasi pemulasaran rsud mimika tim proses identifikasi pemulasaran jenazah karyawan ptt siapkan tim dokter siapkan meja petugas medis humas rsud mimika lucky mahakena senin identitas lengkap jenazah karyawan pt ptt korban pembantaian kkb,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['akbp', 'polda', 'jaya', 'senin']",[0.2992528], , 
8,polres merauke rumah tangga berinisial h melaporkan pemerkosaan mapolres merauke senin laporan teregister nomor lp b i spkt res mrke polda papua tanggal januari persetubuhan anak umur polisi penyelidikan rumah pelaku ha kampung jaya makmur kabupaten merauke digeledah hasilnya polisi menemukan bahan peledak terduga pelaku kapolres merauke akbp untung sangaji angkat bicara terkait membenarkan pemerkosaan umur dilaporkan senin tanggal januari jam wit berdasarkan laporan waktu kejadian persetubuhan anak umur korban kelas smp januari akbp untung senin akbp untung penangkapan pelaku ditemukan bahan peledak buah granat manggis magasin amunisi barang bukti pelaku mengancam korban pelaku mengancam korban dibunuh melaporkan tindakannya untung pengakuan paman korban korban diperkosa pelaku korban diancam dibunuh granat melaporkan tindakan pemerkosaan pengakuan korban pakdenya korban diancam granat untung pelaku terancam hukuman maksimal penjara,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['akbp', 'terduga', 'lidik', 'pelaku', 'polda', 'jaya', 'senin']",[0.2992528], , 
9,polisi mengungkap tersangka lelih mawali wanita kabid humas polda metro jaya kombes zulpan tersangka lelih perempuan mengenal hn perempuan lelih korban fiky laki laki berpacaran hn pujaan hatinya tersangka lelih pembiayaan hidup hn juragan kontrakan kontrakannya polisi motif tersangka lelih membunuh fiky tersangka penyuka sejenis motif melatarbelakangi kejahatan pelaku utama saudari lm diduga memiliki kelainan seksual bersangkutan lesbi cemburu korban ff korban ff menjalin hubungan saksi hn zulpan zulpan tersangka lelih memiliki hubungan spesial wanita inisial hn hubungan lelih wanita hn terjalin pelaku lm memiliki hubungan spesial khusus saksi hn pengakuannya hubungan pacar saudari lm pelaku utama hn jadikan saksi korban ff menimbulkan kecemburuan,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['pelaku', 'polda', 'jaya']",[0.2992528], , 
10,wilayah pidie aceh kapten abdul majid ditembak senjata ss v polisi menyelidiki pelaku penembakan senjata ss v dalami lakukan pemeriksaan tersangka maraton kabid humas polda aceh kombes winardy wartawan mapolda aceh minggu polisi berhasil menangkap pelaku penembakan kapten abdul majid pemeriksaan pelaku senjata menembak dantim bais pidie masuk kategori senapan serbu dikutip laman pindad ss v senjata kaliber mm senjata senapan serbu pengembangan ss v diadopsi langsung fn fnc pelaku penembakan kapten abdul majid ketiga pelaku berinisial d m f ditangkap tempat berbeda d ditangkap kecamatan sakti pidie wib m kecamatan bandar pidie jaya wib f dibekuk trienggadeng pidie jaya wib ketiga tersangka warga sipil ditahan polres pidie winardy motif ketiga pelaku menembak kapten abdul majid polisi motifnya menguasai uang milik korban uang tersangka diambil tersangka rp juta motifnya memiliki uang korban murni perampokan winardy,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['pengembangan', 'lidik', 'pelaku', 'polda', 'jaya', 'menangkap', 'wib']",[0.2992528], , 
11,polisi menangkap pelaku pelaku ns warga pelaku ditangkap subdit iii jatanras polda jatim rabu pelaku melarikan bersembunyi malaysia kasubdit iii jatanras ditreskrimum polda jatim akbp lintar mahardono pembunuhan dipicu ejekan terkait beras warga miskin raskin tersinggung ejekan korban pelaku merencanakan membunuh korban dipicu salah ngomong teman olok olokan rebutan raskin beras keluarga miskin bersangkutan tersinggung harga pelaku merencanakan pembunuhan lintar wartawan rilis polda jatim rabu pembunuhan lintar pelaku ns pelaku dibantu orang pelaku buron lintar pembunuhan korban dipancing rumah korban dilempar bondet dibacok tewas dipancing rumah dilempar bondet korban lari bacok rumah papar lintar lintar pelaku ns eksekutor pembunuhan aksinya ns menyabet punggung korban celurit tewas membunuh pelaku melarikan negeri jiran duanya pelaku kabur malaysia intinya melarikan jeratan hukum pelaku utamanya tangkap terungkap lintar menangkap ns lintar menyita bom bondet rumah pelaku akibat perbuatannya pelaku dijerat pasal kuhp subsider pasal kuhp tindak pidana pembunuhan berencana,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['akbp', 'tewas', 'subdit', 'ditreskrimum', 'pelaku', 'polda', 'menangkap']",[0.2992528], , 
12,wanita berinisial iya laporan polres tangsel penyelidikan kabid humas polda metro jaya kombes endra zulpan korban melaporkan kejadian polres tangsel rabu korban pelapor terlapor akun instagram terlapor foto korban foto terlapor korban berpose intimnya berjalan waktu foto korban disebarkan instagram si terlapor korban pelaku uang fotonya dihapus terlapor korban mengirimkan uang rp ribu pelaku imbuhnya korban mengirimkan uang pelaku menghapus foto porno pelaku uang mengancam menyebarluaskan foto pornonya kejadian korban melapor polres tangsel kerugian materi rp ribu diselidiki polres tangsel pelaku tertangkap,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['lidik', 'pelaku', 'polda', 'jaya']",[0.2992528], , 
13,remaja perempuan ketiga wanita memiliki kesamaan selasa sri enda pujiani perempuan pegawai honorer polresta sri tinggal diam membetot gas motor beat nya mengejar jambret bak film action sri dilempari barang barang penjambret sandal pengejaran sri berhasil menghindari lemparan pengejaran tersangka melempari korban topi sandal korban menghindari mengejar tersangka kapolsek lubuk pakam akp firdaus kemit kamis sri ngebut mengejar rampok rampok dikejar sri terjatuh berbelok berbelok jalan negara perkantoran kantor bupati deli serdang kendaraan tersangka tergelincir terjatuh ketiga tersangka dompet dirampas terjatuh badan jalan sri ketiga orang mengambil dompetnya berteriak tolong ketiga rampok diamankan polisi ketiga tersangka berhasil amankan ruang tahanan mapolsek lubuk pakam mintai keterangan mempertanggungjawabkan perbuatannya firdaus anjani korban perampokan pelaku berinisial bs pa kamis anjani berboncengan rekannya mengendarai sepeda motor vario pelaku mengendarai sepeda motor langsung kabur merampas ponsel anjani anjani spontan mengejar pelaku spontan korban berteriak tolong pengejaran kapolsek tanjung morawa akp sawangin jumat,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['firdaus', 'pengejaran', 'pelaku']",[0.2992528], , 
14,postingan twitter berisi pengakuan korban percobaan tindak pelecehan pencurian kawasan ganjuran kapanewon bambanglipuro bantul viral polisi menerima laporan korban memburu pelaku postingan akun twitter merlianaaaaa tulis akun dikutip terkait kapolsek bambanglipuro akp khabibulloh mengaku menerima laporan polisi korban inisial m pagi penyelidikan terkait laporan korban laporan pagi lidik semoga terungkap keterangan korban pelaku merampas laptop dibawa khabibulloh terkait kronologi kejadian khabibulloh korban mengendarai motor arah utara belok kiri arah timur masuk kawasan ganjuran pedukuhan kanutan kalurahan sumbermulyo minggu malam pengendara motor memepet korban keterangan korban pengendara motor scoopy warna gelap perawakan kurus usia mengenakan sweater lengan warna abu abu pakai helm warna hitam langsung membarengi pelapor sebelah kanan membarengi pengendara pelaku langsung memegang payudara sebelah kanan pelapor pelapor menghindar terlapor mendahului putar arah barat pergi imbuhnya kejadian korban mengalami nyeri tubuhnya sebelah kanan,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['lidik', 'pelaku']",[0.2992528], , 
