token_0,BIO_tag_0
 ,O
soreang,
 ,O
dayeuhkolot,
 ,O
padalarang,
 ,O
cibatu,
 ,O
cicalengka,
 ,O
majalaya,
 ,O
cibadak,
 ,O
cipanas,
 ,O
cisarua,
 ,O
meruya,
 ,O
kalimalang,
 ,O
pejaten,
 ,O
cikampek,
 ,O
cibitung,
 ,O
kosambi,
 ,O
subang,
 ,O
indramayu,
 ,O
palmerah,
 ,O
jatibening,
 ,O
sunter,
 ,O
mampang,
 ,O
pademangan,
 ,O
grogol,
 ,O
cawang,
 ,O
cideng,
 ,O
cengkareng,
 ,O
citeureup,
 ,O
cibinong,
 ,O
jonggol,
 ,O
ciawi,
 ,O
cinere,
 ,O
cinangka,
 ,O
jatiwarna,
 ,O
cililitan,
 ,O
slipi,
 ,O
klender,
 ,O
ragunan,
 ,O
karawaci,
 ,O
sepatan,
 ,O
semplak,
 ,O
cikande,
 ,O
kedungwaringin,
 ,O
temanggung,
 ,O
klaten,
 ,O
purworejo,
 ,O
sragen,
 ,O
wonogiri,
 ,O
purbalingga,
 ,O
wonosobo,
 ,O
pemalang,
 ,O
brebes,
 ,O
banyumas,
 ,O
banjarnegara,
 ,O
slawi,
 ,O
cirebon,
 ,O
blora,
 ,O
mungkid,
 ,O
ambarawa,
 ,O
gombong,
 ,O
kutoarjo,
 ,O
maos,
 ,O
kroya,
 ,O
kertosono,
 ,O
jogyakarta,
 ,O
yogjakarta,
 ,O
kridosono,
 ,O
kaliurang,
 ,O
jogya,
 ,O
jatinangor,
 ,O
malioboro,
 ,O
beteng,
 ,O
pandanaran,
 ,O
griya,
 ,O
kotagede,
 ,O
plasa,
 ,O
skj,
 ,O
greenmapper,
 ,O
jateng,
 ,O
jatim,
 ,O
ntb,
 ,O
propinsi,
 ,O
pemda,
 ,O
serang,
 ,O
banten,
 ,O
cikupa,
 ,O
tigaraksa,
 ,O
rangkasbitung,
 ,O
kramatwatu,
 ,O
summarecon,
 ,O
bsd,
 ,O
kemang,
 ,O
malingping,
 ,O
cikedal,
 ,O
bulus,
 ,O
legok,
 ,O
pagedangan,
 ,O
bojong,
 ,O
gebang,
 ,O
minitrans,
 ,O
plawad,
 ,O
poris,
 ,O
aptb,
 ,O
metrotrans,
 ,O
permai,
 ,O
metromini,
 ,O
kwk,
 ,O
koasi,
 ,O
tapos,
 ,O
caringin,
 ,O
ciracas,
 ,O
prapatan,
 ,O
leuwiliang,
 ,O
cilincing,
 ,O
cikokol,
 ,O
mayasari,
 ,O
lamongan,
 ,O
singosari,
 ,O
tulungagung,
 ,O
trenggalek,
 ,O
sidoarjo,
 ,O
tuban,
 ,O
krian,
 ,O
mojosari,
 ,O
kraksaan,
 ,O
paiton,
 ,O
pamekasan,
 ,O
bangil,
 ,O
pacitan,
 ,O
magetan,
 ,O
aksi,
 ,O
demonstrasi,
 ,O
aksinya,
 ,O
boikot,
 ,O
tindakan,
 ,O
pemogokan,
 ,O
protes,
 ,O
kekerasan,
 ,O
provokasi,
 ,O
polisionil,
 ,O
pengkhianatan,
 ,O
kerusuhan,
 ,O
unjuk,
 ,O
pawai,
 ,O
pembantaian,
 ,O
penembakan,
 ,O
pemboikotan,
 ,O
pengejaran,
 ,O
serangannya,
 ,O
tindakannya,
 ,O
perlawanannya,
 ,O
pertarungannya,
 ,O
keberaniannya,
 ,O
kegagalannya,
 ,O
perjuangannya,
 ,O
keterlibatannya,
 ,O
keberhasilannya,
 ,O
embargo,
 ,O
penentangan,
 ,O
pelarangan,
 ,O
pembajakan,
 ,O
penolakan,
 ,O
perbuatan,
 ,O
sikap,
 ,O
penghinaan,
 ,O
pelanggaran,
 ,O
upaya,
 ,O
pemaksaan,
 ,O
kejahatan,
 ,O
ketidakpedulian,
 ,O
mogok,
 ,O
pembangkangan,
 ,O
bentrokan,
 ,O
penjarahan,
 ,O
kecaman,
 ,O
ketidakpuasan,
 ,O
intimidasi,
 ,O
pemerkosaan,
 ,O
penyiksaan,
 ,O
diskriminasi,
 ,O
kebencian,
 ,O
rasisme,
 ,O
perkosaan,
 ,O
kriminalitas,
 ,O
kekejaman,
 ,O
kecurigaan,
 ,O
fitnah,
 ,O
kebrutalan,
 ,O
polisional,
 ,O
afirmatif,
 ,O
heroiknya,
 ,O
penumpasan,
 ,O
sabotase,
 ,O
politionele,
 ,O
kamisan,
 ,O
penghadangan,
 ,O
penyanderaan,
 ,O
hasutan,
 ,O
persekongkolan,
 ,O
pembalasan,
 ,O
kekejamannya,
 ,O
pembunuhan,
 ,O
kericuhan,
 ,O
keributan,
 ,O
kepanikan,
 ,O
pemberontakan,
 ,O
insiden,
 ,O
pergolakan,
 ,O
berunjuk,
 ,O
pengunjuk,
 ,O
tabula,
 ,O
penasarannya,
 ,O
malunya,
 ,O
bersalahnya,
 ,O
parade,
 ,O
prosesi,
 ,O
karnaval,
 ,O
perayaan,
 ,O
kirab,
 ,O
arakan,
 ,O
upacara,
 ,O
kampanye,
 ,O
defile,
 ,O
genosida,
 ,O
pengeboman,
 ,O
penggerebekan,
 ,O
pogrom,
 ,O
pemboman,
 ,O
perampokan,
 ,O
peledakan,
 ,O
penculikan,
 ,O
penentangannya,
 ,O
penyerangan,
 ,O
penyergapan,
 ,O
penyerbuan,
 ,O
serbuan,
 ,O
pelarian,
 ,O
sergapan,
 ,O
serangan,
 ,O
ofensif,
 ,O
invasinya,
 ,O
invasi,
 ,O
perbuatannya,
 ,O
kesalahannya,
 ,O
penolakannya,
 ,O
kejahatannya,
 ,O
pernyataannya,
 ,O
kritiknya,
 ,O
kebenciannya,
 ,O
pembelaannya,
 ,O
perlawanan,
 ,O
penaklukannya,
 ,O
dukungannya,
 ,O
pertarungan,
 ,O
bertarung,
 ,O
pertempurannya,
 ,O
berduel,
 ,O
duel,
 ,O
bergulat,
 ,O
petualangannya,
 ,O
perkelahian,
 ,O
latihannya,
 ,O
prestasinya,
 ,O
kehebatannya,
 ,O
kegigihannya,
 ,O
jasanya,
 ,O
kejujurannya,
 ,O
dedikasinya,
 ,O
kekalahannya,
 ,O
upayanya,
 ,O
kekecewaannya,
 ,O
penderitaannya,
 ,O
perjuangan,
 ,O
usahanya,
 ,O
kampanyenya,
 ,O
pengabdiannya,
 ,O
kiprahnya,
 ,O
partisipasinya,
 ,O
keterlibatan,
 ,O
perannya,
 ,O
kesuksesannya,
 ,O
pidatonya,
 ,O
pemeranannya,
 ,O
kemenangannya,
 ,O
keberhasilan,
 ,O
pencapaiannya,
 ,O
dominasinya,
 ,O
monopoli,
 ,O
sanksi,
 ,O
blokade,
 ,O
penyelundupan,
 ,O
intervensi,
 ,O
perompakan,
 ,O
pemerasan,
 ,O
ketidaksetujuan,
 ,O
penindasan,
 ,O
ketidaksukaan,
 ,O
oposisinya,
 ,O
pembatasan,
 ,O
larangan,
 ,O
pemberlakuan,
 ,O
penghapusan,
 ,O
penghentian,
 ,O
pencekalan,
 ,O
legalisasi,
 ,O
terorisme,
 ,O
penipuan,
 ,O
keberatan,
 ,O
keprihatinan,
 ,O
kekecewaan,
 ,O
keburukan,
 ,O
kebaikan,
 ,O
dosa,
 ,O
syirik,
 ,O
zina,
 ,O
kekejian,
 ,O
perzinaan,
 ,O
sikapnya,
 ,O
perilakunya,
 ,O
perasaan,
 ,O
bersikap,
 ,O
kelakuan,
 ,O
perilaku,
 ,O
kemauan,
 ,O
pandangan,
 ,O
ketidakadilan,
 ,O
penuntutan,
 ,O
kelalaian,
 ,O
penyuapan,
 ,O
penyimpangan,
 ,O
pelanggar,
 ,O
penyelewengan,
 ,O
usaha,
 ,O
berupaya,
 ,O
langkah,
 ,O
inisiatif,
 ,O
ambisinya,
 ,O
berusaha,
 ,O
pengabaian,
 ,O
aborsi,
 ,O
paksaan,
 ,O
pengucilan,
 ,O
kriminal,
 ,O
ketidak,
 ,O
prasangka,
 ,O
desersi,
 ,O
deportasi,
 ,O
ketidakpatuhan,
 ,O
pembiaran,
 ,O
bentrok,
 ,O
pertikaian,
 ,O
perseteruan,
 ,O
konfrontasi,
 ,O
percekcokan,
 ,O
pertengkaran,
 ,O
penghancuran,
 ,O
pengrusakan,
 ,O
penganiayaan,
 ,O
pengusiran,
 ,O
perusakan,
 ,O
kritikan,
 ,O
kritik,
 ,O
teguran,
 ,O
tentangan,
 ,O
tanggapan,
 ,O
bantahan,
 ,O
keluhan,
 ,O
ketidaksenangan,
 ,O
kemarahan,
 ,O
keresahan,
 ,O
teror,
 ,O
pemukulan,
 ,O
represi,
 ,O
pelecehan,
 ,O
sodomi,
 ,O
mutilasi,
 ,O
penahanan,
 ,O
eksekusi,
 ,O
homoseksualitas,
 ,O
intoleransi,
 ,O
segregasi,
 ,O
rasial,
 ,O
homofobia,
 ,O
kecemburuan,
 ,O
amarah,
 ,O
antisemitisme,
 ,O
seksisme,
 ,O
nazisme,
 ,O
fasisme,
 ,O
rasis,
 ,O
sentimen,
 ,O
perzinahan,
 ,O
nepotisme,
 ,O
kekhawatiran,
 ,O
kesalahpahaman,
 ,O
keraguan,
 ,O
spekulasi,
 ,O
tudingan,
 ,O
kebohongan,
 ,O
keserakahan,
 ,O
kemunafikan,
 ,O
subversi,
 ,O
pangkowilhan,
 ,O
wehrkreise,
 ,O
anthropoid,
 ,O
paraku,
 ,O
wehrkreis,
 ,O
unosom,
 ,O
pangkopur,
 ,O
represif,
 ,O
nonkekerasan,
 ,O
antikekerasan,
 ,O
altruistik,
 ,O
subversif,
 ,O
ilegalisme,
 ,O
transfobia,
 ,O
antiperang,
 ,O
korektif,
 ,O
heroik,
 ,O
mendalangi,
 ,O
amoral,
 ,O
keji,
 ,O
pgrs,
 ,O
prri,
 ,O
permesta,
 ,O
tii,
 ,O
muzakar,
 ,O
pki,
 ,O
menumpas,
 ,O
gerilya,
 ,O
trikora,
 ,O
spionase,
 ,O
infiltrasi,
 ,O
pengintaian,
 ,O
penindakan,
 ,O
pembasmian,
 ,O
uniimog,
 ,O
franchet,
 ,O
hilter,
 ,O
intelmar,
 ,O
scap,
 ,O
boonyaratkalin,
 ,O
jorry,
 ,O
pbfortune,
 ,O
palico,
 ,O
securitate,
 ,O
diam,
 ,O
ennahda,
 ,O
nasti,
 ,O
penyisiran,
 ,O
penerjunan,
 ,O
penghianatan,
 ,O
bujukan,
 ,O
konspirasi,
 ,O
makar,
 ,O
komplotan,
 ,O
permusuhan,
 ,O
perselingkuhan,
 ,O
perselisihan,
 ,O
balas,
 ,O
balasan,
 ,O
murka,
 ,O
dendam,
 ,O
perlakuannya,
 ,O
pembunuhannya,
 ,O
kegemparan,
 ,O
kekacauan,
 ,O
kegaduhan,
 ,O
kehebohan,
 ,O
kebingungan,
 ,O
ketidaknyamanan,
 ,O
kegelisahan,
 ,O
kudeta,
 ,O
pemberontak,
 ,O
memberontak,
 ,O
pengepungan,
 ,O
peperangan,
 ,O
pemberontakkan,
 ,O
kecelakaan,
 ,O
peristiwa,
 ,O
musibah,
 ,O
skandal,
 ,O
tragedi,
