token_0,BIO_tag_0
 ,O
mayat,o
 ,O
dilaporkan,o
 ,O
warga,o
 ,O
jumat,o
 ,O
65,o
 ,O
1630,o
 ,O
wita,o
 ,O
kampung,o
 ,O
cikkuale,o
 ,O
keluarahan,o
 ,O
langga,o
 ,O
kecamatan,o
 ,O
mattirosompe,o
 ,O
kabupaten,o
 ,O
pinrang,o
 ,O
korban,o
 ,O
bernama,o
 ,O
tomi,b-nama
 ,O
menemukan,o
 ,O
mayat,o
 ,O
tangan,o
 ,O
terikat,o
 ,O
kasat,o
 ,O
reskrim,o
 ,O
polres,o
 ,O
pinrang,o
 ,O
akp,o
 ,O
muhalis,b-nama
 ,O
konfirmasi,o
 ,O
korban,o
 ,O
ditemukan,o
 ,O
kondisi,o
 ,O
tewas,o
 ,O
tergantung,o
 ,O
tangan,o
 ,O
terikat,o
 ,O
gubuk,o
 ,O
sawah,o
 ,O
warga,o
 ,O
korban,o
 ,O
berasal,o
 ,O
pulau,o
 ,O
jawa,o
 ,O
identitas,o
 ,O
korban,o
 ,O
nama,o
 ,O
tomi,b-nama
 ,O
bersuku,o
 ,O
jawa,o
 ,O
seharihari,o
 ,O
penjual,o
 ,O
martabak,o
 ,O
polisi,o
 ,O
lokasi,o
 ,O
kejadian,o
 ,O
korban,o
 ,O
dibawa,o
 ,O
rsud,o
 ,O
lasinrang,o
 ,O
diperiksa,o
 ,O
medis,o
 ,O
keterangan,o
 ,O
lengkap,o
 ,O
penyebab,o
 ,O
kematiannya,o
 ,O
korban,o
 ,O
divisum,o
 ,O
diperiksa,o
 ,O
medis,o
 ,O
tim,o
 ,O
inafis,o
 ,O
bebernya,o
 ,O
penemuan,o
 ,O
mayat,o
 ,O
heboh,o
 ,O
sekelompok,o
 ,O
massa,o
 ,O
penyerangan,o
 ,O
lapak,o
 ,O
pedagang,o
 ,O
kelurahan,o
 ,O
langnga,o
 ,O
kecamatan,o
 ,O
mattirosompe,o
 ,O
penyerangan,o
 ,O
diduga,o
 ,O
terkait,o
 ,O
pembunuhan,o
 ,O
pria,o
 ,O
ditemukan,o
 ,O
tewas,o
 ,O
tergantung,o
 ,O
tangan,o
 ,O
terikat,o
 ,O
penyerangan,o
 ,O
terekam,o
 ,O
video,o
 ,O
amatir,o
 ,O
warga,o
 ,O
beredar,o
 ,O
media,o
 ,O
sosial,o
 ,O
jumat,o
 ,O
65,o
 ,O
video,o
 ,O
beredar,o
 ,O
sekelompok,o
 ,O
massa,o
 ,O
berkumpul,o
 ,O
mengerumuni,o
 ,O
lapak,o
 ,O
berwarna,o
 ,O
biru,o
 ,O
massa,o
 ,O
merusak,o
 ,O
lapak,o
 ,O
berukuran,o
 ,O
1x1,o
 ,O
meter,o
 ,O
kursi,o
 ,O
kayu,o
 ,O
warga,o
 ,O
memukul,o
 ,O
lapak,o
 ,O
tangan,o
 ,O
menendangnya,o
 ,O
salah,o
 ,O
warga,o
 ,O
mencoba,o
 ,O
menghentikan,o
 ,O
aksi,o
 ,O
pengrusakan,o
 ,O
massa,o
 ,O
emosi,o
 ,O
berhenti,o
 ,O
melakukannya,o
 ,O
warga,o
 ,O
berkerumun,o
 ,O
merekam,o
 ,O
aksi,o
 ,O
perusakan,o
 ,O
lapak,o
 ,O
berdasarkan,o
 ,O
informasi,o
 ,O
dihimpun,o
 ,O
lurah,o
 ,O
langnga,o
 ,O
fahrun,b-nama
 ,O
affandi,b-nama
 ,O
dikonfirmasi,o
 ,O
lapak,o
 ,O
dirusak,o
 ,O
lapak,o
 ,O
penjual,o
 ,O
martabak,o
 ,O
sampingnya,o
 ,O
lapak,o
 ,O
milik,o
 ,O
korban,o
 ,O
pemilik,o
 ,O
lapak,o
 ,O
diduga,o
 ,O
menghilangkan,o
 ,O
nyawa,o
 ,O
korban,o
 ,O
kejadiannya,o
 ,O
2100,o
 ,O
wita,o
 ,O
pencuri,o
 ,O
berinisial,o
 ,O
43,o
 ,O
melancarkan,o
 ,O
aksinya,o
 ,O
menyasar,o
 ,O
lansia,o
 ,O
berpurapura,o
 ,O
petugas,o
 ,O
satgas,o
 ,O
virus,o
 ,O
corona,o
 ,O
korban,o
 ,O
nenek,o
 ,O
berumur,o
 ,O
60,o
 ,O
tersangka,o
 ,O
inisial,o
 ,O
modusnya,o
 ,O
tersangka,o
 ,O
berpurapura,o
 ,O
petugas,o
 ,O
mengaku,o
 ,O
bantuan,o
 ,O
satgas,o
 ,O
covid19,o
 ,O
wakapolres,o
 ,O
boyolali,o
 ,O
kompol,o
 ,O
ferdy,b-nama
 ,O
kastalani,b-nama
 ,O
wartawan,o
 ,O
keterangan,o
 ,O
pers,o
 ,O
mapolres,o
 ,O
boyolali,o
 ,O
selasa,o
 ,O
10112020,o
 ,O
ferdy,b-nama
 ,O
peristiwa,o
 ,O
november,o
 ,O
2020,o
 ,O
pelaku,o
 ,O
melintas,o
 ,O
rumah,o
 ,O
korban,o
 ,O
pelaku,o
 ,O
korban,o
 ,O
rumahnya,o
 ,O
tersangka,o
 ,O
korban,o
 ,O
dinilai,o
 ,O
gampang,o
 ,O
diperdaya,o
 ,O
berumur,o
 ,O
60,o
 ,O
didatangi,o
 ,O
ditawarkan,o
 ,O
korban,o
 ,O
bantuan,o
 ,O
pemerintah,o
 ,O
terkait,o
 ,O
situasi,o
 ,O
kondisi,o
 ,O
pandemi,o
 ,O
covid19,o
 ,O
terang,o
 ,O
ferdy,b-nama
 ,O
tersangka,o
 ,O
mengajak,o
 ,O
korban,o
 ,O
alasan,o
 ,O
mengambil,o
 ,O
bantuan,o
 ,O
sosial,o
 ,O
kantor,o
 ,O
berangkat,o
 ,O
tersangka,o
 ,O
menyuruh,o
 ,O
korban,o
 ,O
melepaskan,o
 ,O
perhiasan,o
 ,O
dipakainya,o
 ,O
korban,o
 ,O
melepaskan,o
 ,O
cincin,o
 ,O
sepasang,o
 ,O
giwang,o
 ,O
dipakainya,o
 ,O
perhiasan,o
 ,O
ditaruh,o
 ,O
saku,o
 ,O
jaket,o
 ,O
tergantung,o
 ,O
lemari,o
 ,O
rumah,o
 ,O
korban,o
 ,O
menyimpan,o
 ,O
perhiasan,o
 ,O
tersangka,o
 ,O
korban,o
 ,O
dibawa,o
 ,O
tersangka,o
 ,O
10,o
 ,O
menit,o
 ,O
berjalan,o
 ,O
rumah,o
 ,O
korban,o
 ,O
korban,o
 ,O
diturunkan,o
 ,O
pinggir,o
 ,O
jalan,o
 ,O
alasan,o
 ,O
menjemput,o
 ,O
warga,o
 ,O
bantuan,o
 ,O
paparnya,o
 ,O
meninggalkan,o
 ,O
korbannya,o
 ,O
pinggir,o
 ,O
jalan,o
 ,O
pelaku,o
 ,O
rumah,o
 ,O
korban,o
 ,O
ketemu,o
 ,O
suami,o
 ,O
korban,o
 ,O
tua,o
 ,O
suami,o
 ,O
korban,o
 ,O
tersangka,o
 ,O
mengaku,o
 ,O
mengambil,o
 ,O
fotokopi,o
 ,O
kartu,o
 ,O
keluarga,o
 ,O
kk,o
 ,O
suami,o
 ,O
korban,o
 ,O
lengah,o
 ,O
pelaku,o
 ,O
rumah,o
 ,O
mencuri,o
 ,O
perhiasan,o
 ,O
saku,o
 ,O
jaket,o
 ,O
pelaku,o
 ,O
melarikan,o
 ,O
kejadian,o
 ,O
viral,o
 ,O
media,o
 ,O
sosial,o
 ,O
tim,o
 ,O
sapu,o
 ,O
jagad,o
 ,O
turun,o
 ,O
korban,o
 ,O
laporan,o
 ,O
hasil,o
 ,O
pengembangan,o
 ,O
dapatlah,o
 ,O
tersangka,o
 ,O
nama,o
 ,O
inisial,o
 ,O
ferdy,b-nama
 ,O
tangan,o
 ,O
pelaku,o
 ,O
polisi,o
 ,O
menyita,o
 ,O
barang,o
 ,O
bukti,o
 ,O
unit,o
 ,O
sepeda,o
 ,O
motor,o
 ,O
milik,o
 ,O
pelaku,o
 ,O
uang,o
 ,O
tunai,o
 ,O
rp,o
 ,O
15,o
 ,O
juta,o
 ,O
hasil,o
 ,O
penjualan,o
 ,O
perhiasan,o
 ,O
korban,o
 ,O
polisi,o
 ,O
menyita,o
 ,O
pelat,o
 ,O
nomor,o
 ,O
palsu,o
 ,O
masker,o
 ,O
berlambang,o
 ,O
tnipolri,o
 ,O
sepatu,o
 ,O
dinas,o
 ,O
tnipolri,o
 ,O
celana,o
 ,O
standar,o
 ,O
dinas,o
 ,O
polri,o
 ,O
polisi,o
 ,O
menjerat,o
 ,O
pelaku,o
 ,O
pasal,o
 ,O
362,o
 ,O
kuhp,o
 ,O
ancaman,o
 ,O
hukuman,o
 ,O
maksimal,o
 ,O
penjara,o
 ,O
kesempatan,o
 ,O
pelaku,o
 ,O
perbuatan,o
 ,O
perhiasan,o
 ,O
jual,o
 ,O
rp,o
 ,O
15,o
 ,O
juta,o
 ,O
polisi,o
 ,O
menangkap,o
 ,O
tunawisma,o
 ,O
berinisial,o
 ,O
um,o
 ,O
36,o
 ,O
kapolsek,o
 ,O
tanah,o
 ,O
abang,o
 ,O
kompol,o
 ,O
singgih,b-nama
 ,O
hermawan,b-nama
 ,O
peristiwa,o
 ,O
selasa,o
 ,O
178,o
 ,O
malam,o
 ,O
korban,o
 ,O
mengendarai,o
 ,O
mobil,o
 ,O
jalan,o
 ,O
gatot,o
 ,O
soebroto,o
 ,O
tepatnya,o
 ,O
gedung,o
 ,O
dpr,o
 ,O
tibatiba,o
 ,O
melintas,o
 ,O
korban,o
 ,O
mobilnya,o
 ,O
dijatuhi,o
 ,O
batu,o
 ,O
dilempar,o
 ,O
jpo,o
 ,O
batu,o
 ,O
dilempar,o
 ,O
jatuh,o
 ,O
jalan,o
 ,O
ditabrak,o
 ,O
polisi,o
 ,O
melintas,o
 ,O
sepeda,o
 ,O
motor,o
 ,O
polisi,o
 ,O
terjatuh,o
 ,O
saksi,o
 ,O
iptu,o
 ,O
hendro,b-nama
 ,O
mengendarai,o
 ,O
sepeda,o
 ,O
motor,o
 ,O
terjatuh,o
 ,O
jalan,o
 ,O
disebabkan,o
 ,O
roda,o
 ,O
sepeda,o
 ,O
motornya,o
 ,O
melindas,o
 ,O
batu,o
 ,O
jalan,o
 ,O
dilempar,o
 ,O
pelaku,o
 ,O
saksi,o
 ,O
iptu,o
 ,O
hendro,b-nama
 ,O
mengalami,o
 ,O
luka,o
 ,O
tangan,o
 ,O
kaki,o
 ,O
singgih,b-nama
 ,O
wartawan,o
 ,O
sabtu,o
 ,O
2182021,o
 ,O
korban,o
 ,O
mengejar,o
 ,O
um,o
 ,O
pelempar,o
 ,O
batu,o
 ,O
jpo,o
 ,O
um,o
 ,O
perlawanan,o
 ,O
membawa,o
 ,O
um,o
 ,O
diamankan,o
 ,O
polisi,o
 ,O
menyita,o
 ,O
barang,o
 ,O
bukti,o
 ,O
batu,o
 ,O
korban,o
 ,O
saksi,o
 ,O
petugas,o
 ,O
tkp,o
 ,O
berusaha,o
 ,O
mengejar,o
 ,O
pelaku,o
 ,O
pelaku,o
 ,O
ancaman,o
 ,O
perlawanan,o
 ,O
mengeluarkan,o
 ,O
pisau,o
 ,O
bantuan,o
 ,O
petugas,o
 ,O
massa,o
 ,O
lokasi,o
 ,O
pelaku,o
 ,O
diamankan,o
 ,O
barang,o
 ,O
bukti,o
 ,O
pisau,o
 ,O
terkait,o
 ,O
kondisi,o
 ,O
pelaku,o
 ,O
singgih,b-nama
 ,O
um,o
 ,O
pemulung,o
 ,O
kejiwaan,o
 ,O
um,o
 ,O
normal,o
 ,O
singgih,b-nama
 ,O
menyebut,o
 ,O
alasan,o
 ,O
um,o
 ,O
melempar,o
 ,O
batu,o
 ,O
mobil,o
 ,O
suntuk,o
 ,O
dibilang,o
 ,O
gila,o
 ,O
nggak,O
 ,O
gila,o
 ,O
suntuk,o
 ,O
alasannya,o
 ,O
kaya,o
 ,O
pemulung,o
 ,O
singgih,o
 ,O
menduga,o
 ,O
um,o
 ,O
pelaku,o
 ,O
pelemparan,o
 ,O
batu,o
 ,O
jalan,o
 ,O
margonda,o
 ,O
depok,o
 ,O
minggu,o
 ,O
158,o
 ,O
singgih,b-nama
 ,O
menyebut,o
 ,O
polisi,o
 ,O
mendalami,o
 ,O
keterlibatan,o
 ,O
um,o
 ,O
perbuatannya,o
 ,O
um,o
 ,O
dijerat,o
 ,O
pasal,o
 ,O
406,o
 ,O
kuhp,o
 ,O
danatau,o
 ,O
pasal,o
 ,O
335,o
 ,O
kuhp,o
 ,O
danatau,o
 ,O
pasal,o
 ,O
uu,o
 ,O
darurat,o
 ,O
nomor,o
 ,O
12,o
 ,O
1951,o
 ,O
desember,o
 ,O
42,o
 ,O
pemuda,o
 ,O
mark,b-nama
 ,O
david,b-nama
 ,O
chapman,o
 ,O
menembak,o
 ,O
mati,o
 ,O
penyanyi,o
 ,O
legendaris,o
 ,O
dikutip,o
 ,O
dijatuhi,o
 ,O
hukuman,o
 ,O
25,o
 ,O
penjara,o
 ,O
1981,o
 ,O
bebas,o
 ,O
chapman,o
 ,O
mengajukan,o
 ,O
permohonan,o
 ,O
pembebasan,o
 ,O
juli,o
 ,O
2010,o
 ,O
pemerintah,o
 ,O
peru,o
 ,O
memusnahkan,o
 ,O
16,o
 ,O
ton,o
 ,O
narkoba,o
 ,O
hasil,o
 ,O
operasi,o
 ,O
razia,o
 ,O
jenis,o
 ,O
narkoba,o
 ,O
dibakar,o
 ,O
kokain,o
 ,O
ganja,o
 ,O
amfetamin,o
 ,O
menteri,o
 ,O
negeri,o
 ,O
peru,o
 ,O
alfonso,b-nama
 ,O
chavarry,o
 ,O
memegang,o
 ,O
sekantong,o
 ,O
kokain,o
 ,O
disita,o
 ,O
dimusnahkan,o
 ,O
peru,o
 ,O
senin,o
 ,O
1842022,o
 ,O
waktu,o
 ,O
pemerintah,o
 ,O
peru,o
 ,O
memusnahkan,o
 ,O
16,o
 ,O
ton,o
 ,O
narkoba,o
 ,O
dibakar,o
 ,O
jenis,o
 ,O
narkoba,o
 ,O
dibakar,o
 ,O
kokain,o
 ,O
ganja,o
 ,O
amfetamin,o
 ,O
banyaknya,o
 ,O
narkoba,o
 ,O
hasil,o
 ,O
operasi,o
 ,O
penyitaan,o
 ,O
desember,o
 ,O
2021,o
 ,O
maret,o
 ,O
2022,o
 ,O
badan,o
 ,O
penegakan,o
 ,O
narkoba,o
 ,O
dea,b-nama
 ,O
pbb,o
 ,O
peru,o
 ,O
produsen,o
 ,O
kokain,o
 ,O
terbesar,o
 ,O
dunia,o
 ,O
presiden,o
 ,O
peru,o
 ,O
pedro,b-nama
 ,O
castillo,o
 ,O
hadir,o
 ,O
pemusnahan,o
 ,O
narkoba,o
 ,O
pedro,b-nama
 ,O
pemerintah,o
 ,O
berupaya,o
 ,O
membebaskan,o
 ,O
peru,o
 ,O
narkoba,o
 ,O
akibat,o
 ,O
kejadian,o
 ,O
ropik,o
 ,O
rahman,o
 ,O
37,o
 ,O
uang,o
 ,O
tunai,o
 ,O
milik,o
 ,O
korban,o
 ,O
disimpan,o
 ,O
lemari,o
 ,O
raib,o
 ,O
kasi,o
 ,O
humas,o
 ,O
polres,o
 ,O
buleleng,o
 ,O
akp,o
 ,O
gede,o
 ,O
sumarjaya,b-nama
 ,O
peristiwa,o
 ,O
dugaan,o
 ,O
pencurian,o
 ,O
korban,o
 ,O
keluarganya,o
 ,O
pergi,o
 ,O
desa,o
 ,O
kedis,o
 ,O
kecamatan,o
 ,O
busungbiu,o
 ,O
buleleng,o
 ,O
menjenguk,o
 ,O
mertuanya,o
 ,O
singkat,o
 ,O
cerita,o
 ,O
1800,o
 ,O
wita,o
 ,O
korban,o
 ,O
keluarganya,o
 ,O
pulang,o
 ,O
rumahnya,o
 ,O
sesampainya,o
 ,O
rumah,o
 ,O
1930,o
 ,O
wita,o
 ,O
tetangga,o
 ,O
korban,o
 ,O
bernama,o
 ,O
bardan,o
 ,O
riyanto,b-nama
 ,O
tibatiba,o
 ,O
memberitahu,o
 ,O
korban,o
 ,O
dirinyasempat,o
 ,O
dikenal,o
 ,O
rumah,o
 ,O
membawa,o
 ,O
tentengan,o
 ,O
tetangganya,o
 ,O
korban,o
 ,O
korban,o
 ,O
kehilangan,o
 ,O
tetangganya,o
 ,O
lari,o
 ,O
arah,o
 ,O
rumah,o
 ,O
korban,o
 ,O
membawa,o
 ,O
tentengan,o
 ,O
akp,o
 ,O
sumarjaya,b-nama
 ,O
dikonfirmasi,o
 ,O
senin,o
 ,O
952022,o
 ,O
informasi,o
 ,O
tetangganya,o
 ,O
korban,o
 ,O
bergegas,o
 ,O
rumah,o
 ,O
mengecek,o
 ,O
ruangan,o
 ,O
rumah,o
 ,O
korban,o
 ,O
mendapati,o
 ,O
pintu,o
 ,O
rumah,o
 ,O
korban,o
 ,O
terbuka,o
 ,O
lantas,o
 ,O
korban,o
 ,O
mengecek,o
 ,O
kamar,o
 ,O
pintu,o
 ,O
lemarinya,o
 ,O
terbuka,o
 ,O
pengecekan,o
 ,O
uang,o
 ,O
tunai,o
 ,O
rp,o
 ,O
juta,o
 ,O
beserta,o
 ,O
kwitansi,o
 ,O
pembelian,o
 ,O
emas,o
 ,O
disimpan,o
 ,O
lemari,o
 ,O
hilang,o
 ,O
diambil,o
 ,O
uang,o
 ,O
tunai,o
 ,O
senilai,o
 ,O
rp,o
 ,O
juta,o
 ,O
kwitansi,o
 ,O
pembelian,o
 ,O
emas,o
 ,O
lembar,o
 ,O
imbuhnya,o
 ,O
lakukan,o
 ,O
penyelidikan,o
 ,O
ciriciri,o
 ,O
terduga,o
 ,O
semoga,o
 ,O
waktu,o
 ,O
pelaku,o
 ,O
cepat,o
 ,O
ditangkap,o
 ,O
diduga,o
 ,O
modus,o
 ,O
pelaku,o
 ,O
rumah,o
 ,O
korban,o
 ,O
merusak,o
 ,O
mencongkel,o
 ,O
pintu,o
 ,O
rumah,o
 ,O
lemari,o
 ,O
kamar,o
 ,O
korban,o
 ,O
tukas,o
 ,O
sumarjaya,b-nama
 ,O
ditingkatkan,o
 ,O
status,o
 ,O
ik,o
 ,O
tersangka,o
 ,O
panit,o
 ,O
reksrim,o
 ,O
polsek,o
 ,O
tamalanrea,o
 ,O
makassar,o
 ,O
ipda,o
 ,O
jamaluddin,b-nama
 ,O
proses,o
 ,O
gelar,o
 ,O
perkara,o
 ,O
polsek,o
 ,O
tamalanrea,o
 ,O
1215,o
 ,O
wita,o
 ,O
1730,o
 ,O
wita,o
 ,O
gelar,o
 ,O
perkara,o
 ,O
ik,o
 ,O
ditingkatkan,o
 ,O
penyelidikan,o
 ,O
penyidikan,o
 ,O
penetapan,o
 ,O
tersangka,o
 ,O
kasusnya,o
 ,O
disidik,o
 ,O
kasusnya,o
 ,O
lidik,o
 ,O
sidik,o
 ,O
jamaluddin,b-nama
 ,O
akibat,o
 ,O
ulah,o
 ,O
bejatnya,o
 ,O
ik,o
 ,O
dijerat,o
 ,O
pasal,o
 ,O
281,o
 ,O
kuhp,o
 ,O
ik,o
 ,O
ditahan,o
 ,O
polsek,o
 ,O
tamalanrea,o
 ,O
makassar,o
 ,O
tersangka,o
 ,O
ditahan,o
 ,O
polsek,o
 ,O
dipulangkan,o
 ,O
diberitakan,o
 ,O
ik,o
 ,O
dilaporkan,o
 ,O
polisi,o
 ,O
lantaran,o
 ,O
nekat,o
 ,O
mencabuli,o
 ,O
rekan,o
 ,O
tetangga,o
 ,O
kamar,o
 ,O
kosnya,o
 ,O
ik,o
 ,O
berbuat,o
 ,O
bejat,o
 ,O
salah,o
 ,O
pondok,o
 ,O
rumah,o
 ,O
kos,o
 ,O
kawasan,o
 ,O
bumi,o
 ,O
tamalanrea,o
 ,O
permai,o
 ,O
btp,o
 ,O
jumat,o
 ,O
253,o
 ,O
kejadian,o
 ,O
korban,o
 ,O
tidur,o
 ,O
sore,o
 ,O
kamar,o
 ,O
kosnya,o
 ,O
1600,o
 ,O
wita,o
 ,O
kamar,o
 ,O
kos,o
 ,O
korban,o
 ,O
kondisi,o
 ,O
terbuka,o
 ,O
korban,o
 ,O
tidur,o
 ,O
kamar,o
 ,O
kosannya,o
 ,O
pintu,o
 ,O
terbuka,o
 ,O
kasi,o
 ,O
humas,o
 ,O
polsek,o
 ,O
tamalanrea,o
 ,O
aipda,o
 ,O
khalil,b-nama
 ,O
konfirmasi,o
 ,O
pelaku,o
 ,O
kondisi,o
 ,O
lantas,o
 ,O
berbuat,o
 ,O
bejat,o
 ,O
nekat,o
 ,O
memasuki,o
 ,O
kamar,o
 ,O
kos,o
 ,O
korban,o
 ,O
perbuatan,o
 ,O
bejat,o
 ,O
kamar,o
 ,O
kos,o
 ,O
korban,o
 ,O
terbangun,o
 ,O
tersadar,o
 ,O
korban,o
 ,O
berteriak,o
 ,O
pelaku,o
 ,O
melarikan,o
 ,O
menghadapi,o
 ,O
ancaman,o
 ,O
hukuman,o
 ,O
penjara,o
 ,O
polisi,o
 ,O
memintanya,o
 ,O
berpose,o
 ,O
menggendong,o
 ,O
babi,o
 ,O
foto,o
 ,O
dokumentasi,o
 ,O
aksi,o
 ,O
pemuda,o
 ,O
usia,o
 ,O
23,o
 ,O
gede,o
 ,O
agung,b-nama
 ,O
alias,o
 ,O
gobler,o
 ,O
mencuri,o
 ,O
babi,o
 ,O
tergolong,o
 ,O
nekat,o
 ,O
tepergok,o
 ,O
mencuri,o
 ,O
anak,o
 ,O
babi,o
 ,O
kucit,o
 ,O
desa,o
 ,O
taro,o
 ,O
kecamatan,o
 ,O
tegallalang,o
 ,O
kapolsek,o
 ,O
tegallalang,o
 ,O
akp,o
 ,O
ketut,b-nama
 ,O
sudita,b-nama
 ,O
pencurian,o
 ,O
anak,o
 ,O
babi,o
 ,O
laporan,o
 ,O
saksi,o
 ,O
wayan,b-nama
 ,O
latra,o
 ,O
kerabat,o
 ,O
korban,o
 ,O
wayan,o
 ,O
gatri,o
 ,O
saksi,o
 ,O
curiga,o
 ,O
hilangnya,o
 ,O
ekor,o
 ,O
anak,o
 ,O
babi,o
 ,O
kucit,o
 ,O
milik,o
 ,O
korban,o
 ,O
kandang,o
 ,O
anak,o
 ,O
babinya,o
 ,O
hilang,o
 ,O
kandang,o
 ,O
latra,o
 ,O
menginformasikan,o
 ,O
gatri,o
 ,O
singkat,o
 ,O
cerita,o
 ,O
informasi,o
 ,O
saksi,o
 ,O
pemilik,o
 ,O
babi,o
 ,O
lantas,o
 ,O
mengecek,o
 ,O
kandang,o
 ,O
berlokasi,o
 ,O
50,o
 ,O
meter,o
 ,O
rumahnya,o
 ,O
sembilan,o
 ,O
anak,o
 ,O
babi,o
 ,O
miliknya,o
 ,O
hilang,o
 ,O
kandang,o
 ,O
korban,o
 ,O
memelihara,o
 ,O
40,o
 ,O
ekor,o
 ,O
12,o
 ,O
indukan,o
 ,O
28,o
 ,O
anak,o
 ,O
babi,o
 ,O
kejadian,o
 ,O
korban,o
 ,O
melapor,o
 ,O
polisi,o
 ,O
terang,o
 ,O
akp,o
 ,O
sudita,b-nama
 ,O
sudita,b-nama
 ,O
warga,o
 ,O
bernama,o
 ,O
wayan,b-nama
 ,O
sumartika,b-nama
 ,O
mengaku,o
 ,O
memergoki,o
 ,O
mobil,o
 ,O
bak,o
 ,O
terbuka,o
 ,O
terparkir,o
 ,O
kandang,o
 ,O
saksi,o
 ,O
sumartika,b-nama
 ,O
membeli,o
 ,O
saksi,o
 ,O
pelaku,o
 ,O
bercakap,o
 ,O
saksi,o
 ,O
aneh,o
 ,O
wajah,o
 ,O
pelaku,o
 ,O
asing,o
 ,O
pelaku,o
 ,O
mengaku,o
 ,O
banjar,o
 ,O
kenal,o
 ,O
sudita,b-nama
 ,O
suasana,o
 ,O
gelap,o
 ,O
sumartika,b-nama
 ,O
menyalakan,o
 ,O
lampu,o
 ,O
handphone,o
 ,O
mengarahkannya,o
 ,O
wajah,o
 ,O
pelaku,o
 ,O
berasal,o
 ,O
banjar,o
 ,O
tatag,o
 ,O
desa,o
 ,O
taro,o
 ,O
saksi,o
 ,O
asing,o
 ,O
kenal,o
 ,O
pelaku,o
 ,O
imbuh,o
 ,O
kapolsek,o
 ,O
curiga,o
 ,O
pelaku,o
 ,O
sumartika,b-nama
 ,O
mobil,o
 ,O
bak,o
 ,O
terbuka,o
 ,O
milik,o
 ,O
pelaku,o
 ,O
berisi,o
 ,O
kucit,o
 ,O
sumartika,o
 ,O
memilih,o
 ,O
pergi,o
 ,O
pelaku,o
 ,O
meyakinkannya,o
 ,O
membeli,o
 ,O
anak,o
 ,O
babi,o
 ,O
melanjutkan,o
 ,O
perjalanannya,o
 ,O
membeli,o
 ,O
kelapa,o
 ,O
sumartika,b-nama
 ,O
kandang,o
 ,O
korban,o
 ,O
pelaku,o
 ,O
saksi,o
 ,O
mendengar,o
 ,O
korban,o
 ,O
kecurian,o
 ,O
lantas,o
 ,O
menceritakan,o
 ,O
korban,o
 ,O
polisi,o
 ,O
menerima,o
 ,O
laporan,o
 ,O
korban,o
 ,O
keterangan,o
 ,O
saksi,o
 ,O
polisi,o
 ,O
berhasil,o
 ,O
mengendus,o
 ,O
keberadaan,o
 ,O
pelaku,o
 ,O
menangkap,o
 ,O
pelaku,o
 ,O
rumahnya,o
 ,O
abiansemal,o
 ,O
pelaku,o
 ,O
mengelak,o
 ,O
dituduh,o
 ,O
mencuri,o
 ,O
babi,o
 ,O
diinterogasi,o
 ,O
pelaku,o
 ,O
mengaku,o
 ,O
babi,o
 ,O
curiannya,o
 ,O
dititip,o
 ,O
kandang,o
 ,O
babi,o
 ,O
milik,o
 ,O
temannyaungkap,o
 ,O
sudita,b-nama
 ,O
perbuatannya,o
 ,O
mendekam,o
 ,O
sel,o
 ,O
tahanan,o
 ,O
polsek,o
 ,O
tegallalang,o
 ,O
gobler,o
 ,O
dijerat,o
 ,O
pasal,o
 ,O
363,o
 ,O
kuhp,o
 ,O
tindak,o
 ,O
pidana,o
 ,O
pencurian,o
 ,O
terancam,o
 ,O
hukuman,o
 ,O
penjara,o
 ,O
menghadapi,o
 ,O
ancaman,o
 ,O
hukuman,o
 ,O
hukuman,o
 ,O
berpose,o
 ,O
menggendong,o
 ,O
babi,o
 ,O
keperluan,o
 ,O
foto,o
 ,O
dokumentasi,o
 ,O
foto,o
 ,O
anggota,o
 ,O
polisi,o
 ,O
dokumentasi,o
 ,O
polisi,o
 ,O
media,o
 ,O
keluarga,o
 ,O
menyebut,o
 ,O
barang,o
 ,O
milik,o
 ,O
barangbarang,o
 ,O
aman,o
 ,O
begal,o
 ,O
begal,o
 ,O
diambil,o
 ,O
barang,o
 ,O
putri,o
 ,O
sekeluarga,o
 ,O
mengaku,o
 ,O
informasi,o
 ,O
andry,b-nama
 ,O
meninggal,o
 ,O
pagi,o
 ,O
530,o
 ,O
wib,o
 ,O
neneknya,o
 ,O
tkp,o
 ,O
tibatiba,o
 ,O
jam,o
 ,O
530,o
 ,O
wib,o
 ,O
kabar,o
 ,O
kabar,o
 ,O
andry,b-nama
 ,O
meninggal,o
 ,O
bilangnya,o
 ,O
kecelakaan,o
 ,O
nggak,O
 ,O
menceritakan,o
 ,O
andry,b-nama
 ,O
pulang,o
 ,O
rumah,o
 ,O
200,o
 ,O
wib,o
 ,O
pergi,o
 ,O
300,o
 ,O
wib,o
 ,O
putri,b-nama
 ,O
saudaranya,o
 ,O
pergi,o
 ,O
keluarga,o
 ,O
kabar,o
 ,O
mengejutkan,o
 ,O
pagi,o
 ,O
andry,b-nama
 ,O
ditemukan,o
 ,O
tewas,o
 ,O
jalan,o
 ,O
sapi,o
 ,O
perah,o
 ,O
pondok,o
 ,O
ranggon,o
 ,O
cipayung,o
 ,O
jakarta,o
 ,O
timur,o
 ,O
pagi,o
 ,O
penyebab,o
 ,O
kematian,o
 ,O
korban,o
 ,O
petugas,o
 ,O
ppsu,o
 ,O
